Category,Description,Material cost per unit,Labor cost per unit,Lump sum cost,Manhours per unit,Equipment cost per unit,Unit of measure,Crew code and detail,Crew Code
Stainless steel grab bars,"Straight bar, 32""",59.2,17,76.2,0.414,,Ea,BC: [41.06] - (Carpenter),BC
Stainless steel grab bars,"""L""- shaped bar, 16"" x 32""",127,25.5,152.5,0.62,,Ea,BC: [41.06] - (Carpenter),BC
Steel frame mirrors,"16"" high x 20"" wide",99,16.7,115.7,0.42,,Ea,BG: [39.83] - (Glazier),BG
Steel frame mirrors,"18"" high x 24"" wide",115,16.7,131.7,0.42,,Ea,BG: [39.83] - (Glazier),BG
Steel frame mirrors,"18"" high x 36"" wide",175,16.7,191.7,0.42,,Ea,BG: [39.83] - (Glazier),BG
Steel frame mirrors,"24"" high x 36"" wide",206,16.7,222.7,0.42,,Ea,BG: [39.83] - (Glazier),BG
Steel frame mirrors,"48"" high x 24"" wide",255,16.7,271.7,0.42,,Ea,BG: [39.83] - (Glazier),BG
Wood frame mirrors,"18"" x 29"" rectangular",123,16.7,139.7,0.42,,Ea,BG: [39.83] - (Glazier),BG
Wood frame mirrors,"20"" x 27"" oval, oak",174,16.7,190.7,0.42,,Ea,BG: [39.83] - (Glazier),BG
Robe hook,Chrome,26.8,10.6,37.4,0.258,,Ea,BC: [41.06] - (Carpenter),BC
Robe hook,"Double, solid brass",25.9,10.6,36.5,0.258,,Ea,BC: [41.06] - (Carpenter),BC
Shower curtain rods,"60"", recessed",31.4,30,61.4,0.73,,Ea,BC: [41.06] - (Carpenter),BC
Shower curtain rods,"66"", recessed",34.5,30,64.5,0.73,,Ea,BC: [41.06] - (Carpenter),BC
Soap holder,"Williamsburg, satin chrome",64,10.6,74.6,0.258,,Ea,BC: [41.06] - (Carpenter),BC
Soap holder,Polished brass,20.9,10.6,31.5,0.258,,Ea,BC: [41.06] - (Carpenter),BC
Bathroom accessories,"Facial tissue holder, stainless steel, recessed",43.1,10.6,53.7,0.258,,Ea,BC: [41.06] - (Carpenter),BC
Bathroom accessories,"Toilet tissue roll holder, chrome, recessed",20.1,10.6,30.7,0.258,,Ea,BC: [41.06] - (Carpenter),BC
Toothbrush holder,"Toothbrush holder, chrome, surface mount",7.42,10.6,18.02,0.258,,Ea,BC: [41.06] - (Carpenter),BC
Towel bars,"18"" long, chrome",16.5,11.5,28,0.28,,Ea,BC: [41.06] - (Carpenter),BC
Towel bars,"24"" long, chrome",19.5,11.5,31,0.28,,Ea,BC: [41.06] - (Carpenter),BC
Towel bars,"30"" long, chrome",23.1,11.5,34.6,0.28,,Ea,BC: [41.06] - (Carpenter),BC
Towel bars,"36"" long, chrome",26.3,11.5,37.8,0.28,,Ea,BC: [41.06] - (Carpenter),BC
Towel bars,"18"" long, solid brass",53.5,11.5,65,0.28,,Ea,BC: [41.06] - (Carpenter),BC
Towel bars,"24"" long, solid brass",56.3,11.5,67.8,0.28,,Ea,BC: [41.06] - (Carpenter),BC
Towel rack,"Towel rack, swing-arm, chrome, 3 bars, 12"" L",18.7,11.5,30.2,0.28,,Ea,BC: [41.06] - (Carpenter),BC
Towel rings,Williamsburg chrome and brass,50.7,11.5,62.2,0.28,,Ea,BC: [41.06] - (Carpenter),BC
Towel rings,Williamsburg chrome and porcelain,48.5,11.5,60,0.28,,Ea,BC: [41.06] - (Carpenter),BC
Towel rings,"Towel shelf, chrome, 24"" L with bar below",47.4,11.5,58.9,0.28,,Ea,BC: [41.06] - (Carpenter),BC
Heated towel racks,"26"" high, 16"" wide, standard colors",855,38.1,893.1,0.85,,Ea,BE: [44.88] - (Electrician),BE
Heated towel racks,"26"" high, 24"" wide, standard colors",912,38.1,950.1,0.85,,Ea,BE: [44.88] - (Electrician),BE
Heated towel racks,"26"" high, 24"" wide, chrome finish",2820,38.1,2858.1,0.85,,Ea,BE: [44.88] - (Electrician),BE
Heated towel racks,"35"" high, 16"" wide, standard colors",1070,44.9,1114.9,1,,Ea,BE: [44.88] - (Electrician),BE
Heated towel racks,"35"" high, 24"" wide, standard colors",1010,44.9,1054.9,1,,Ea,BE: [44.88] - (Electrician),BE
Heated towel racks,"35"" high, 24"" wide, chrome finish",3400,44.9,3444.9,1,,Ea,BE: [44.88] - (Electrician),BE
Heated towel racks,"44"" high, 16"" wide, standard colors",1070,49.4,1119.4,1.1,,Ea,BE: [44.88] - (Electrician),BE
Heated towel racks,"44"" high, 24"" wide, standard colors",1130,49.4,1179.4,1.1,,Ea,BE: [44.88] - (Electrician),BE
Heated towel racks,"44"" high, 24"" wide, chrome finish",3720,49.4,3769.4,1.1,,Ea,BE: [44.88] - (Electrician),BE
Heated towel racks,Add for direct wire w/ control panel,235,4.49,239.49,0.1,,Ea,BE: [44.88] - (Electrician),BE
Heated towel racks,Add for wall plug in,315,4.49,319.49,0.1,,Ea,BE: [44.88] - (Electrician),BE
Heated towel rack accessories,Programmable control panel,306,11.2,317.2,0.25,,Ea,BE: [44.88] - (Electrician),BE
Heated towel rack accessories,Pull out drying racks,85.8,11.2,97,0.25,,Ea,BE: [44.88] - (Electrician),BE
Heated towel rack accessories,Robe knobs,55.2,6.73,61.93,0.15,,Ea,BE: [44.88] - (Electrician),BE
Heated towel rack accessories,Towel bar accents with standard colors,110,6.73,116.73,0.15,,Ea,BE: [44.88] - (Electrician),BE
Heated towel rack accessories,Towel bar accents with chrome finish,148,6.73,154.73,0.15,,Ea,BE: [44.88] - (Electrician),BE
Heated towel rack accessories,Robe knob accents (all styles),256,6.73,262.73,0.15,,Ea,BE: [44.88] - (Electrician),BE
Tub or shower chairs,Wall-hung elevated fixed seat,38.9,33.7,72.6,0.75,,Ea,BE: [44.88] - (Electrician),BE
Tub or shower chairs,White adjustable seat,72.4,33.7,106.1,0.75,,Ea,BE: [44.88] - (Electrician),BE
Folding beds,"Twin, frames and mechanisms",863,201,1064,5.41,,Ea,"B1: [37.19] - (1 Building Laborer, 1 Building Carpenter)",B1
Folding beds,"Double, frames and mechanisms",904,201,1105,5.41,,Ea,"B1: [37.19] - (1 Building Laborer, 1 Building Carpenter)",B1
Folding beds,"Queen, frames and mechanisms",944,201,1145,5.41,,Ea,"B1: [37.19] - (1 Building Laborer, 1 Building Carpenter)",B1
Folding beds,"King, frames and mechanisms",1040,201,1241,5.41,,Ea,"B1: [37.19] - (1 Building Laborer, 1 Building Carpenter)",B1
Folding beds,Add for wood-tone melamine cabinet,1530,,1530,,,LS,,
Folding beds,Add for white melamine cabinet,1360,,1360,,,LS,,
Blueline or blackline prints,1-100 SF,,,0.22,,,SF,,
Blueline or blackline prints,"101-1,000 SF",,,0.2,,,SF,,
Blueline or blackline prints,"1,001-2,000 SF",,,0.19,,,SF,,
Blueline or blackline prints,"2,001-to 3,000 SF",,,0.17,,,SF,,
Blueline or blackline prints,"3,001-4,000 SF",,,0.1,,,SF,,
Blueline or blackline prints,"4,001 SF and higher",,,0.09,,,SF,,
Blueline or blackline prints,Presentation blackline (heavy paper),,,0.59,,,SF,,
Blueline or blackline prints,Sepia,,,0.86,,,SF,,
Blueline or blackline prints,Mylar,,,2.89,,,SF,,
Xerographic prints,Vellum,,,1.15,,,SF,,
Xerographic prints,Erasable vellum,,,1.45,,,SF,,
Xerographic prints,Mylar,,,2.89,,,SF,,
Xerographic prints,Enlargements (bond),,,0.69,,,SF,,
Xerographic prints,"Reductions (bond, per sheet)",,,2.88,,,Ea,,
Plotting prints,Translucent bond,,,1.74,,,SF,,
Plotting prints,Vellum,,,2.01,,,SF,,
Plotting prints,Erasable vellum,,,2.87,,,SF,,
Plotting prints,Mylar,,,2.89,,,SF,,
Photo prints,Mylar,,,6.47,,,SF,,
Additional costs for blueprints,"Add for local pickup and delivery, round trip",,,25,,,LS,,
Building inspection for single family residences,"Base fee (up to 2,500 SF)",,,358,,,LS,,
Building inspection for single family residences,"Add for additional 1,000 SF or fraction",,,109,,,LS,,
Building inspection for single family residences,Add for out buildings (each),,,55,,,LS,,
Building inspection for single family residences,Add for houses over 50 years old,,,82.4,,,LS,,
Building inspection for single family residences,Add per room for houses with over 10 rooms,,,65.9,,,Ea,,
Building inspection for single family residences,Add per room for houses with over 15 rooms,,,71.5,,,Ea,,
Building inspection for single family residences,"Add for swimming pool, spa or sauna",,,218,,,LS,,
Building inspection for single family residences,Add for soil testing (expansive soil only),,,220,,,LS,,
Building inspection for single family residences,Add for water testing (coliform only),,,77,,,LS,,
Add for warranty protection,Houses to 10 rooms & 50 years old,,,274,,,LS,,
Add for warranty protection,Houses over 50 years old,,,295,,,LS,,
Add for warranty protection,Houses over 10 rooms,,,297,,,LS,,
Building inspection for multi-family residences,Two family residence base fee,,,496,,,LS,,
Building inspection for multi-family residences,Apartment or condominium base fee,,,274,,,LS,,
Building inspection for multi-family residences,Warranty protection (base cost),,,274,,,LS,,
Building inspection for multi-family residences,Add for each additional unit,,,55.1,,,LS,,
Additional cost for each living unit,Standard inspection,,,55,,,LS,,
Additional cost for each living unit,Detailed inspection,,,81.8,,,LS,,
Additional costs for multi-family units,"Add for swimming pool, spa, sauna",,,82.4,,,LS,,
Additional costs for multi-family units,Add for potable water quality testing,,,248,,,LS,,
Additional costs for multi-family units,"Add for water quantity test, per well",,,165,,,LS,,
Additional costs for multi-family units,Add for soil testing (EPA toxic),,,1650,,,LS,,
Additional costs for multi-family units,Add for soil testing (lead),,,49.6,,,LS,,
Additional costs for multi-family units,"Add for lead paint testing, full analysis, per room",,,43.9,,,LS,,
Hazards testing for single and multi-family dwellings,Urea-formaldehyde insulation testing,,,192,,,LS,,
Hazards testing for single and multi-family dwellings,Asbestos testing,,,194,,,LS,,
Hazards testing for single and multi-family dwellings,Radon gas testing,,,138,,,LS,,
Hazards testing for single and multi-family dwellings,"Geotechnical site examination, typical price",,,441,,,LS,,
Asphalt felt,"15 lb., ASTM F45 (432 SF roll)",0.1,,0.1,,,SF,,
Asphalt felt,"15 lb., F40 (432 SF roll)",0.09,,0.09,,,SF,,
Asphalt felt,30 lb. (216 SF roll),0.21,,0.21,,,SF,,
Asphalt shake felt,30 lb. (108 SF roll),0.32,,0.32,,,SF,,
Building paper,"Single ply, black (1,078 SF roll)",0.07,,0.07,,,SF,,
Building paper,Two ply (539 SF roll),0.1,,0.1,,,SF,,
Aquabar(tm),"Class A, 36"" wide, 30-50-30 (1,000 SF roll)",0.07,,0.07,,,SF,,
Aquabar(tm),"Class B, 36"" wide, 30-30-30 (500 SF roll)",0.09,,0.09,,,SF,,
Ice and water shield,225 SF roll,0.96,,0.96,,,SF,,
Ice and water shield,"High temperature, 225 SF roll",1.05,,1.05,,,SF,,
Sheathing paper,"""Jumbo Tex"" gun grade sheathing paper, 40"" wide, asphalt saturated (324 SF roll)",0.08,,0.08,,,SF,,
Building paper,"""Jumbo Tex"" black building paper, 36"", 40"" wide, asphalt saturated (500 SF roll)",0.13,,0.13,,,SF,,
Two-ply building paper,"""Super Jumbo Tex"" two-ply, 60 minute, asphalt saturated Kraft (162 SF roll)",0.19,,0.19,,,SF,,
Rosin sheathing,"Red rosin sized sheathing (duplex sheathing) 36"" wide (501 SF roll)",0.03,,0.03,,,SF,,
Rosin sheathing,"Bruce rosin paper, floor underlay (500 SF roll)",0.05,,0.05,,,SF,,
Moistop flashing paper,"Moistop flashing paper, Fortifiber(tm), 12"" wide x 300' long (300 SF roll)",0.16,,0.16,,,SF,,
Vycor window and door flashing,"Vycor window and door flashing, self adhesive, Grace 6"" x 75' roll, 25 mil thickness",2.64,,2.64,,,SF,,
Vycor deck protector,"Vycor deck protector, self adhesive joist flashing, Grace 4"" x 75' roll, Roll covers 66 LF of joist",2.57,,2.57,,,LF,,
Plasterkraft sheathing paper,Super 60 minute (500 SF roll),0.06,,0.06,,,SF,,
Plasterkraft sheathing paper,Ten minute 2-ply (500 SF roll),0.05,,0.05,,,SF,,
Roof flashing paper,GAF StormGuard(tm) Roll covers 200 SF,0.77,,0.77,,,SF,,
Roof underlay,Weatherlock® 200 SF roll,0.84,,0.84,,,SF,,
Tri-Flex roof underlay,"48"" x 250', 1,000 SF roll",0.27,,0.27,,,SF,,
Below grade vapor barrier,"(fiberglass reinforced Kraft between 2 layers of polyethylene) 8' x 250' roll (2,000 SF roll)",0.28,,0.28,,,SF,,
Concrete curing papers,"Orange Label Sisalkraft (fiberglass and adhesive between 2 layers of Kraft), 4.8 lbs. per CSF 48"" x 125' roll, (500 SF roll)",0.35,,0.35,,,SF,,
Concrete curing papers,"Sisalkraft SK-10, economy papers, fiberglass and adhesive between 2 layers of Kraft, 4.2 lbs. per CSF 48"" x 300' roll (1,200 SF roll)",0.11,,0.11,,,SF,,
Protective paper,"(fiberglass reinforcing strands and nonstaining adhesive between 2 layers of Kraft) 8"" x 300' roll, (2,400 SF)",0.13,,0.13,,,SF,,
House wrap membrane,3' x 100' rolls or 9' x 150' rolls,0.17,,0.17,,,SF,,
House wrap membrane,"House wrap tape, 2"" x 165'",0.09,,0.09,,,LF,,
Install building paper on walls,"Tack stapled, typical",,0.08,0.08,0.002,,SF,BC: [41.06] - (Carpenter),BC
Install building paper on walls,"Heavy stapled, typical",,0.12,0.12,0.003,,SF,BC: [41.06] - (Carpenter),BC
Install building paper on ceiling or roof,"Tack stapled, typical",,0.16,0.16,0.004,,SF,BC: [41.06] - (Carpenter),BC
Install building paper on ceiling or roof,"Heavy stapled, typical",,0.25,0.25,0.006,,SF,BC: [41.06] - (Carpenter),BC
Install building paper on ceiling or roof,"Self-adhesive, typical",,0.25,0.25,0.006,,SF,BC: [41.06] - (Carpenter),BC
Install curing paper,"Curing papers, protective papers and vapor barriers, minimal fasteners",,0.04,0.04,0.001,,SF,BC: [41.06] - (Carpenter),BC
Install curing paper,"Flashing papers, 6"" to 8"" wide",,0.41,0.41,0.01,,LF,BC: [41.06] - (Carpenter),BC
Building permit fees,Minimum building permit fee,,,200,,,LS,,
Cabinets rule of thumb,"Base cabinets, 34-1/2"" high, 24"" deep",191,21.4,212.4,0.521,,LF,BC: [41.06] - (Carpenter),BC
Cabinets rule of thumb,"Wall cabinets, 30"" high, 12"" deep",99.9,14,113.9,0.34,,LF,BC: [41.06] - (Carpenter),BC
One door base kitchen cabinets,"9"" wide, tray divider",180,18.9,198.9,0.461,,Ea,BC: [41.06] - (Carpenter),BC
One door base kitchen cabinets,"12"" wide, 1 door, 1 drawer",241,18.9,259.9,0.461,,Ea,BC: [41.06] - (Carpenter),BC
One door base kitchen cabinets,"15"" wide, 1 door, 1 drawer",257,26.2,283.2,0.638,,Ea,BC: [41.06] - (Carpenter),BC
One door base kitchen cabinets,"18"" wide, 1 door, 1 drawer",270,31.5,301.5,0.766,,Ea,BC: [41.06] - (Carpenter),BC
One door base kitchen cabinets,"21"" wide, 1 door, 1 drawer",295,31.5,326.5,0.766,,Ea,BC: [41.06] - (Carpenter),BC
One door base kitchen cabinets,"24"" wide, 1 door, 1 drawer",301,37.4,338.4,0.911,,Ea,BC: [41.06] - (Carpenter),BC
Drawer base cabinets,"15"" wide, 4 drawers",264,26.2,290.2,0.638,,Ea,BC: [41.06] - (Carpenter),BC
Drawer base cabinets,"18"" wide, 4 drawers",280,31.5,311.5,0.766,,Ea,BC: [41.06] - (Carpenter),BC
Drawer base cabinets,"24"" wide, 4 drawers",325,37.4,362.4,0.911,,Ea,BC: [41.06] - (Carpenter),BC
Sink base cabinets,"24"" wide, 1 door, 1 drawer front",257,30.4,287.4,0.74,,Ea,BC: [41.06] - (Carpenter),BC
Sink base cabinets,"30"" wide, 2 doors, 2 drawer fronts",309,31.5,340.5,0.766,,Ea,BC: [41.06] - (Carpenter),BC
Sink base cabinets,"33"" wide, 2 doors, 2 drawer fronts",325,31.5,356.5,0.766,,Ea,BC: [41.06] - (Carpenter),BC
Sink base cabinets,"36"" wide, 2 doors, 2 drawer fronts",333,31.5,364.5,0.766,,Ea,BC: [41.06] - (Carpenter),BC
Sink base cabinets,"42"" wide, 2 doors, 2 drawer fronts",367,37.4,404.4,0.911,,Ea,BC: [41.06] - (Carpenter),BC
Sink base cabinets,"48"" wide, 2 doors, 2 drawer fronts",404,37.4,441.4,0.911,,Ea,BC: [41.06] - (Carpenter),BC
Two door base kitchen cabinets,"27"" wide, 2 door, 2 drawer front",397,51.3,448.3,1.25,,Ea,BC: [41.06] - (Carpenter),BC
Two door base kitchen cabinets,"30"" wide, 2 doors, 2 drawer fronts",419,51.3,470.3,1.25,,Ea,BC: [41.06] - (Carpenter),BC
Two door base kitchen cabinets,"33"" wide, 2 doors, 2 drawer fronts",439,51.3,490.3,1.25,,Ea,BC: [41.06] - (Carpenter),BC
Two door base kitchen cabinets,"36"" wide, 2 doors, 2 drawer fronts",462,55.4,517.4,1.35,,Ea,BC: [41.06] - (Carpenter),BC
Two door base kitchen cabinets,"42"" wide, 2 doors, 2 drawer fronts",481,61.6,542.6,1.5,,Ea,BC: [41.06] - (Carpenter),BC
Two door base kitchen cabinets,"48"" wide, 2 doors, 2 drawer fronts",535,70.2,605.2,1.71,,Ea,BC: [41.06] - (Carpenter),BC
Blind corner base cabinets,"Minimum 36"", maximum 39"" at wall",295,57.1,352.1,1.39,,Ea,BC: [41.06] - (Carpenter),BC
Blind corner base cabinets,"Minimum 39"", maximum 42"" at wall",317,61.6,378.6,1.5,,Ea,BC: [41.06] - (Carpenter),BC
45-degree corner base cabinets,"34-1/2"" high x 36"" wide at walls",456,87,543,2.12,,Ea,BC: [41.06] - (Carpenter),BC
Corner cabinet sink front,"40"" wide at walls",257,108,365,2.63,,Ea,BC: [41.06] - (Carpenter),BC
Wall cabinets with adjustable shelves,"9"" wide, 1 door",162,18.9,180.9,0.461,,Ea,BC: [41.06] - (Carpenter),BC
Wall cabinets with adjustable shelves,"12"" wide or 15"" wide, 1 door",177,18.9,195.9,0.461,,Ea,BC: [41.06] - (Carpenter),BC
Wall cabinets with adjustable shelves,"18"" wide, 1 door",209,26.2,235.2,0.638,,Ea,BC: [41.06] - (Carpenter),BC
Wall cabinets with adjustable shelves,"21"" wide, 1 door",215,26.2,241.2,0.638,,Ea,BC: [41.06] - (Carpenter),BC
Wall cabinets with adjustable shelves,"24"" wide, 1 door",231,31.5,262.5,0.766,,Ea,BC: [41.06] - (Carpenter),BC
Wall cabinets with adjustable shelves,"27"" wide, 2 doors",270,31.5,301.5,0.766,,Ea,BC: [41.06] - (Carpenter),BC
Wall cabinets with adjustable shelves,"30"" wide, 2 doors",270,37.4,307.4,0.911,,Ea,BC: [41.06] - (Carpenter),BC
Wall cabinets with adjustable shelves,"33"" wide, 2 doors",295,37.4,332.4,0.911,,Ea,BC: [41.06] - (Carpenter),BC
Wall cabinets with adjustable shelves,"36"" wide, 2 doors",310,42.3,352.3,1.03,,Ea,BC: [41.06] - (Carpenter),BC
Wall cabinets with adjustable shelves,"42"" wide, 2 doors",333,42.3,375.3,1.03,,Ea,BC: [41.06] - (Carpenter),BC
Wall cabinets with adjustable shelves,"48"" wide, 2 doors",360,47.6,407.6,1.16,,Ea,BC: [41.06] - (Carpenter),BC
Above-appliance wall cabinets,"12"" high, 30"" wide, 2 doors",171,18.9,189.9,0.461,,Ea,BC: [41.06] - (Carpenter),BC
Above-appliance wall cabinets,"15"" high, 30"" wide, 2 doors",195,18.9,213.9,0.461,,Ea,BC: [41.06] - (Carpenter),BC
Above-appliance wall cabinets,"15"" high, 33"" wide, 2 doors",210,22,232,0.537,,Ea,BC: [41.06] - (Carpenter),BC
Above-appliance wall cabinets,"15"" high, 36"" wide, 2 doors",215,26.2,241.2,0.638,,Ea,BC: [41.06] - (Carpenter),BC
Above-appliance wall cabinets,"18"" high, 18"" wide, 2 doors",162,22,184,0.537,,Ea,BC: [41.06] - (Carpenter),BC
Above-appliance wall cabinets,"18"" high, 30"" wide, 2 doors",215,31.5,246.5,0.766,,Ea,BC: [41.06] - (Carpenter),BC
Above-appliance wall cabinets,"18"" high, 36"" wide, 2 doors",237,37.4,274.4,0.911,,Ea,BC: [41.06] - (Carpenter),BC
Corner wall cabinets,"24"" at each wall, fixed shelves",295,42.3,337.3,1.03,,Ea,BC: [41.06] - (Carpenter),BC
Corner wall cabinets,"24"" at each wall, revolving shelves",395,42.3,437.3,1.03,,Ea,BC: [41.06] - (Carpenter),BC
Blind corner wall cabinets,"24"" minimum, 1 door",223,42.3,265.3,1.03,,Ea,BC: [41.06] - (Carpenter),BC
Blind corner wall cabinets,"36"" minimum, 1 door",270,54.2,324.2,1.32,,Ea,BC: [41.06] - (Carpenter),BC
Blind corner wall cabinets,"42"" minimum, 2 doors",340,49.3,389.3,1.2,,Ea,BC: [41.06] - (Carpenter),BC
Utility cabinets,"18"" wide",340,54.2,394.2,1.32,,Ea,BC: [41.06] - (Carpenter),BC
Utility cabinets,"24"" wide",388,70.2,458.2,1.71,,Ea,BC: [41.06] - (Carpenter),BC
Utility cabinets,"18"" wide",360,50.9,410.9,1.24,,Ea,BC: [41.06] - (Carpenter),BC
Utility cabinets,"24"" wide",427,70.2,497.2,1.71,,Ea,BC: [41.06] - (Carpenter),BC
Revolving shelves for utility cabinet,"18"" wide x 24"" deep",309,14.8,323.8,0.36,,Ea,BC: [41.06] - (Carpenter),BC
Revolving shelves for utility cabinet,"24"" wide x 24"" deep",362,14.8,376.8,0.36,,Ea,BC: [41.06] - (Carpenter),BC
Plain shelves for utility cabinet,"18"" wide x 24"" deep",104,22.2,126.2,0.541,,Ea,BC: [41.06] - (Carpenter),BC
Plain shelves for utility cabinet,"24"" wide x 24"" deep",109,22.2,131.2,0.541,,Ea,BC: [41.06] - (Carpenter),BC
Oven cabinets,"27"" wide, single oven",431,89.9,520.9,2.19,,Ea,BC: [41.06] - (Carpenter),BC
Oven cabinets,"27"" wide, double oven",327,89.9,416.9,2.19,,Ea,BC: [41.06] - (Carpenter),BC
Microwave cabinet,"21"" high, 20"" deep, 30"" wide",259,40.5,299.5,0.986,,Ea,BC: [41.06] - (Carpenter),BC
Additional labor costs for cabinets,"Tall utility, pantry, or oven cabinets",,82.1,82.1,2,,Ea,BC: [41.06] - (Carpenter),BC
